name,name_kana,name_romaji,nickname,latitude,longitude
字上幌内,,,,44.519728,142.746643
字上沢木,,,,44.481406,143.042684
字上雄武,,,,44.536152,142.848802
字中幌内,,,,44.599171,142.770864
字中雄武,,,,44.549079,142.910779
字北幌内,,,,44.658514,142.843523
字北雄武,,,,44.591962,142.916619
字南雄武,,,,44.530742,142.981402
字幌内,,,,44.623195,142.865589
字沢木,,,,44.506724,143.027059
字道有林,,,,44.540117,142.672373
字雄武,,,,44.584806,142.951816
