name,name_kana,name_romaji,nickname,latitude,longitude
字青苗,,,,42.059504,139.448232
字赤石,,,,42.129595,139.49527
字稲穂,,,,42.230927,139.541205
字奥尻,,,,42.170699,139.491111
字球浦,,,,42.194416,139.508717
字富里,,,,42.101067,139.461037
字松江,,,,42.095014,139.485895
字宮津,,,,42.214017,139.534222
字湯浜,,,,42.171117,139.437983
字米岡,,,,42.105394,139.439092
