name,name_kana,name_romaji,nickname,latitude,longitude
小沼,オヌマ,ONUMA,,35.521115,138.843913
倉見,クラミ,KURAMI,,35.513429,138.845507
下暮地,シモクレチ,SHIMOKURECHI,,35.535574,138.832628
