name,name_kana,name_romaji,nickname,latitude,longitude
大字上安松,,,,35.78598,139.4899
大字上山口,,,,35.774956,139.421171
大字下安松,,,,35.787864,139.504527
大字下富,,,,35.833131,139.462623
大字下新井,,,,35.805188,139.489825
大字中富,,,,35.821038,139.485979
大字中新井,,,,35.819248,139.471283
大字久米,,,,35.780351,139.46313
大字亀ケ谷,,,,35.808143,139.518267
大字勝楽寺,,,,35.773236,139.397635
大字北岩岡,,,,35.82195,139.445813
大字北秋津,,,,35.781794,139.480129
大字南永井,,,,35.816795,139.524933
大字坂之下,,,,35.811834,139.537801
大字城,,,,35.800709,139.528878
大字山口,,,,35.778544,139.435301
大字新郷,,,,35.803134,139.506058
大字日比田,,,,35.806167,139.505519
大字本郷,,,,35.794637,139.523769
大字松郷,,,,35.797405,139.501878
大字牛沼,,,,35.795678,139.489477
大字神米金,,,,35.823751,139.465719
大字荒幡,,,,35.776004,139.447185
青葉台,アオバダイ,AOBADAI,,35.806944,139.441303
旭町,アサヒチョウ,ASAHICHO,,35.791167,139.475849
泉町,イズミチョウ,IZUMICHO,,35.801001,139.460051
岩岡町,イワオカチョウ,IWAOKACHO,,35.816978,139.442325
榎町,エノキチョウ,ENOKICHO,,35.805848,139.44476
金山町,カナヤマチョウ,KANAYAMACHO,,35.790807,139.461496
上新井一丁目,カミアライ 1,KAMIARAI 1,,35.789928,139.450791
上新井二丁目,カミアライ 2,KAMIARAI 2,,35.793903,139.447841
上新井三丁目,カミアライ 3,KAMIARAI 3,,35.795872,139.442167
上新井四丁目,カミアライ 4,KAMIARAI 4,,35.800433,139.444686
上新井五丁目,カミアライ 5,KAMIARAI 5,,35.796781,139.450347
北所沢町,キタトコロザワチョウ,KITATOKOROZAWACHO,,35.810594,139.453908
北中一丁目,キタナカ 1,KITANAKA 1,,35.808367,139.432236
北中二丁目,キタナカ 2,KITANAKA 2,,35.811071,139.43455
北中三丁目,キタナカ 3,KITANAKA 3,,35.811072,139.441638
北中四丁目,キタナカ 4,KITANAKA 4,,35.817367,139.437211
北野一丁目,キタノ 1,KITANO 1,,35.792985,139.426433
北野二丁目,キタノ 2,KITANO 2,,35.793807,139.421579
北野三丁目,キタノ 3,KITANO 3,,35.794577,139.415809
北野新町一丁目,キタノシンマチ 1,KITANOSHIMMACHI 1,,35.800615,139.430793
北野新町二丁目,キタノシンマチ 2,KITANOSHIMMACHI 2,,35.801112,139.425873
北野南一丁目,キタノミナミ 1,KITANOMINAMI 1,,35.784795,139.42586
北野南二丁目,キタノミナミ 2,KITANOMINAMI 2,,35.785924,139.422397
北野南三丁目,キタノミナミ 3,KITANOMINAMI 3,,35.786375,139.418238
北原町,キタハラチョウ,KITAHARACHO,,35.807532,139.485353
喜多町,キタマチ,KITAMACHI,,35.798933,139.462932
北有楽町,キタユウラクチョウ,KITAYURAKUCHO,,35.79626,139.465848
くすのき台一丁目,クスノキダイ 1,KUSUNOKIDAI 1,,35.787673,139.475048
くすのき台二丁目,クスノキダイ 2,KUSUNOKIDAI 2,,35.789236,139.478701
くすのき台三丁目,クスノキダイ 3,KUSUNOKIDAI 3,,35.78706,139.477636
けやき台一丁目,ケヤキダイ 1,KEYAKIDAI 1,,35.79966,139.453344
けやき台二丁目,ケヤキダイ 2,KEYAKIDAI 2,,35.798354,139.457366
糀谷,コウジヤ,KOJIYA,,35.791992,139.391724
向陽町,コウヨウチョウ,KOYOCHO,,35.810958,139.447856
小手指台,コテサシダイ,KOTESASHIDAI,,35.791662,139.442006
小手指町一丁目,コテサシチョウ 1,KOTESASHICHO 1,,35.803317,139.439215
小手指町二丁目,コテサシチョウ 2,KOTESASHICHO 2,,35.804984,139.432507
小手指町三丁目,コテサシチョウ 3,KOTESASHICHO 3,,35.799622,139.436786
小手指町四丁目,コテサシチョウ 4,KOTESASHICHO 4,,35.798182,139.434319
