name,name_kana,name_romaji,nickname,latitude,longitude
大字大芦,,,,37.258967,139.651527
大字下中津川,,,,37.33592,139.606977
大字佐倉,,,,37.324847,139.636946
大字小中津川,,,,37.33866,139.639291
大字喰丸,,,,37.324183,139.660348
大字小野川,,,,37.328571,139.703368
大字野尻,,,,37.355748,139.575687
大字両原,,,,37.293034,139.707113
大字松山,,,,37.377057,139.545726
