name,name_kana,name_romaji,nickname,latitude,longitude
字刈和野,,,,39.542555,140.371977
朝日町,アサヒマチ,ASAHIMACHI,,39.468321,140.474663
飯田,イイダ,IIDA,,39.438225,140.483914
泉町,イズミチョウ,IZUMICHO,,39.471836,140.462324
板見内,イタミナイ,ITAMINAI,,39.482106,140.548481
内小友,ウチオトモ,UCHIOTOMO,,39.42825,140.417871
円行寺,エンギョウジ,ENGYOJI,,39.477454,140.300793
大神成,オオカンナリ,OKANNARI,,39.547243,140.641091
大沢郷宿,オオサワゴウシュク,OSAWAGOSHUKU,,39.502064,140.314451
大沢郷寺,オオサワゴウテラ,OSAWAGOTERA,,39.510334,140.345717
太田町永代,オオタチョウエイダイ,OTACHO EIDAI,,39.49282,140.670243
太田町太田,オオタチョウオオタ,OTACHO OTA,,39.546854,140.704224
太田町川口,オオタチョウカワグチ,OTACHO KAWAGUCHI,,39.498604,140.693643
太田町国見,オオタチョウクニミ,OTACHO KUNIMI,,39.525656,140.577077
太田町小神成,オオタチョウコガナリ,OTACHO KOGANARI,,39.525444,140.631728
太田町駒場,オオタチョウコマバ,OTACHO KOMABA,,39.504431,140.567876
太田町斉内,オオタチョウサイナイ,OTACHO SAINAI,,39.529245,140.613533
太田町中里,オオタチョウナカサト,OTACHO NAKASATO,,39.501385,140.582914
太田町東今泉,オオタチョウヒガシイマイズミ,OTACHO HIGASHIIMAIZUMI,,39.514678,140.62707
太田町横沢,オオタチョウヨコサワ,OTACHO YOKOSAWA,,39.505687,140.59941
大花町,オオハナチョウ,OHANACHO,,39.465463,140.483653
大曲,オオマガリ,OMAGARI,,39.441621,140.494624
大曲あけぼの町,オオマガリアケボノチョウ,OMAGARI AKEBONOCHO,,39.455225,140.470421
大曲飯田町,オオマガリイイダチョウ,OMAGARI IIDACHO,,39.44229,140.47851
大曲大町,オオマガリオオマチ,OMAGARI OMACHI,,39.459277,140.47916
大曲金谷町,オオマガリカナヤチョウ,OMAGARI KANAYACHO,,39.450186,140.473513
大曲上大町,オオマガリカミオオマチ,OMAGARI KAMIOMACHI,,39.457017,140.47886
大曲上栄町,オオマガリカミサカエチョウ,OMAGARI KAMISAKAECHO,,39.451281,140.477756
大曲川原町,オオマガリカワラチョウ,OMAGARI KAWARACHO,,39.459793,140.472779
大曲黒瀬町,オオマガリクロセチョウ,OMAGARI KUROSECHO,,39.46237,140.481875
大曲栄町,オオマガリサカエチョウ,OMAGARI SAKAECHO,,39.453872,140.478606
大曲白金町,オオマガリシロガネチョウ,OMAGARI SHIROGANECHO,,39.46479,140.471587
大曲住吉町,オオマガリスミヨシチョウ,OMAGARI SUMIYOSHICHO,,39.448138,140.487702
大曲須和町一丁目,オオマガリスワチョウ 1,OMAGARI SUWACHO 1,,39.456211,140.481905
大曲須和町二丁目,オオマガリスワチョウ 2,OMAGARI SUWACHO 2,,39.45549,140.485514
大曲須和町三丁目,オオマガリスワチョウ 3,OMAGARI SUWACHO 3,,39.459824,140.483293
大曲田町,オオマガリタマチ,OMAGARI TAMACHI,,39.452001,140.48338
大曲通町,オオマガリトオリマチ,OMAGARI TORIMACHI,,39.465439,140.478292
大曲戸巻町,オオマガリトマキチョウ,OMAGARI TOMAKICHO,,39.458426,140.492891
大曲中通町,オオマガリナカドオリマチ,OMAGARI NAKADORIMACHI,,39.461797,140.479043
大曲西根,オオマガリニシネ,OMAGARI NISHINE,,39.444943,140.442434
大曲花園町,オオマガリハナゾノチョウ,OMAGARI HANAZONOCHO,,39.45432,140.474062
大曲浜町,オオマガリハマチョウ,OMAGARI HAMACHO,,39.458432,140.475883
大曲日の出町一丁目,オオマガリヒノデチョウ 1,OMAGARI HINODECHO 1,,39.44686,140.476689
大曲日の出町二丁目,オオマガリヒノデチョウ 2,OMAGARI HINODECHO 2,,39.446693,140.480276
大曲福住町,オオマガリフクズミチョウ,OMAGARI FUKUZUMICHO,,39.464989,140.475099
大曲福見町,オオマガリフクミチョウ,OMAGARI FUKUMICHO,,39.458591,140.488472
大曲船場町一丁目,オオマガリフナバチョウ 1,OMAGARI FUNABACHO 1,,39.458304,140.46958
大曲船場町二丁目,オオマガリフナバチョウ 2,OMAGARI FUNABACHO 2,,39.462789,140.466409
大曲丸子町,オオマガリマルコチョウ,OMAGARI MARUKOCHO,,39.461476,140.489442
大曲丸の内町,オオマガリマルノウチマチ,OMAGARI MARUNOCHIMACHI,,39.462431,140.475143
大曲緑町,オオマガリミドリチョウ,OMAGARI MIDORICHO,,39.462242,140.469467
大曲若葉町,オオマガリワカバチョウ,OMAGARI WAKABACHO,,39.451867,140.487916
大巻,オオマキ,OMAKI,,39.555338,140.318703
小貫高畑,オヌキタカバタケ,ONUKITAKABATAKE,,39.448599,140.466426
角間川町,カクマガワマチ,KAKUMAGAWAMACHI,,39.388396,140.474441
金山沢,カネヤマサワ,KANEYAMASAWA,,39.5293,140.288361
上鴬野,,,,39.566121,140.565665
川目,カワノメ,KAWANOME,,39.432676,140.480615
北長野,キタナガノ,KITANAGANO,,39.551322,140.547884
北楢岡,キタナラオカ,KITANARAOKA,,39.511064,140.38066
北野目,キタノメ,KITANOME,,39.540117,140.353458
木原田,キハラダ,KIHARADA,,39.532832,140.281177
協和荒川,キョウワアラカワ,KYOWA ARAKAWA,,39.640826,140.397078
協和稲沢,キョウワイナザワ,KYOWA INAZAWA,,39.606139,140.413671
協和上淀川,キョウワカミヨドカワ,KYOWA KAMIYODOKAWA,,39.617921,140.305234
協和小種,キョウワコタネ,KYOWA KOTANE,,39.538201,140.259594
協和境,キョウワサカイ,KYOWA SAKAI,,39.617458,140.327303
協和下淀川,キョウワシモヨドカワ,KYOWA SHIMOYODOKAWA,,39.563361,140.263158
協和中淀川,キョウワナカヨドカワ,KYOWA NAKAYODOKAWA,,39.597065,140.277096
協和船岡,キョウワフナオカ,KYOWA FUNAOKA,,39.670597,140.356394
協和船沢,キョウワフネサワ,KYOWA FUNESAWA,,39.646556,140.282268
協和峰吉川,キョウワミネヨシカワ,KYOWA MINEYOSHIKAWA,,39.576764,140.327926
九升田,クショウダ,KUSHODA,,39.545205,140.315428
栗沢,クリサワ,KURISAWA,,39.549772,140.615602
上野田,コウズケタ,KOZUKETA,,39.454124,140.550481
強首,コワクビ,KOWAKUBI,,39.550455,140.289559
幸町,サイワイチョウ,SAIWAICHO,,39.470964,140.478348
佐野町,サノチョウ,SANOCHO,,39.47049,140.47133
清水,シミズ,SHIMIZU,,39.516338,140.551978
下鴬野,,,,39.572354,140.560153
下深井,シモフカイ,SHIMOFUKAI,,39.421472,140.508119
正手沢,ショウテザワ,SHOTEZAWA,,39.503683,140.275611
神宮寺,ジングウジ,JINGUJI,,39.497857,140.432686
杉山田,スギヤマダ,SUGIYAMADA,,39.521509,140.282966
高城,タカジョウ,TAKAJO,,39.54531,140.331552
高関上郷,タカゼキカミゴウ,TAKAZEKIKAMIGO,,39.483452,140.501151
高梨,タカナシ,TAKANASHI,,39.459732,140.514282
土川,ツチカワ,TSUCHIKAWA,,39.559768,140.451488
寺館,テラダテ,TERADATE,,39.55202,140.338122
戸地谷,トチヤ,TOCHIYA,,39.471858,140.500425
戸蒔,トマキ,TOMAKI,,39.454015,140.495861
豊岡,トヨオカ,TOYOKA,,39.566781,140.640635
豊川,トヨカワ,TOYOKAWA,,39.557932,140.581902
長戸呂,ナガトロ,NAGATORO,,39.509615,140.507703
長野,ナガノ,NAGANO,,39.538198,140.523403
南外,ナンガイアカハタ,NANGAI AKAHATA,,39.446206,140.350231
南外外小友,ナンガイソトオトモ,NANGAI SOTOTOMO,,39.424512,140.31323
南外南楢岡,,,,39.446744,140.295136
新谷地,ニイヤジ,NIIYAJI,,39.498709,140.488164
橋本,ハシモト,HASHIMOTO,,39.444867,140.52087
花館,ハナダテ,HANADATE,,39.480904,140.472938
花館上町,ハナダテカミチョウ,HANADATE KAMICHO,,39.472937,140.468528
花館中町,ハナダテナカマチ,HANADATE NAKAMACHI,,39.474907,140.464943
花館柳町,ハナダテヤナギマチ,HANADATE YANAGIMACHI,,39.477337,140.461343
東川,ヒガシカワ,HIGASHIKAWA,,39.447199,140.501096
蛭川,ヒルガワ,HIRUGAWA,,39.463451,140.441322
福田,フクダ,FUKUDA,,39.488217,140.529467
福田町,フクダチョウ,FUKUDACHO,,39.469324,140.484984
藤木,フジキ,FUJIKI,,39.411564,140.492194
富士見町,フジミチョウ,FUJIMICHO,,39.47227,140.474461
払田,ホッタ,HOTTA,,39.466536,140.54358
堀見内,ホリミナイ,HORIMINAI,,39.474879,140.523851
松倉,マツクラ,MATSUKURA,,39.517225,140.499164
美原町,ミハラチョウ,MIHARACHO,,39.468431,140.46404
鑓見内,ヤリミナイ,YARIMINAI,,39.514751,140.526116
横堀,ヨコボリ,YOKOBORI,,39.498329,140.542772
四ツ屋,ヨツヤ,YOTSUYA,,39.503414,140.477089
六郷西根,ロクゴウニシネ,ROKUGONISHINE,,39.42545,140.480051
若竹町,ワカタケチョウ,WAKATAKECHO,,39.467167,140.469223
和合,ワゴウ,WAGO,,39.438367,140.513196
太田町三本扇,オオタチョウサンボンオウギ,OTACHO SAMBONOGI,,39.489382,140.58644
神宮寺,ジングウジ,JINGUJI,宇留井谷地,39.520733,140.367585
刈和野,カリワノ,KARIWANO,山北ノ沢,39.559395,140.369763
刈和野,カリワノ,KARIWANO,一里塚東,39.547492,140.366598
刈和野,カリワノ,KARIWANO,愛宕下,39.545675,140.372373
北楢岡,キタナラオカ,KITANARAOKA,下船戸,39.527293,140.375944
刈和野,カリワノ,KARIWANO,愛宕町,39.54391,140.369885
