name,name_kana,name_romaji,nickname,latitude,longitude
大字三田ケ谷,,,,36.17293,139.604305
大字上岩瀬,,,,36.16805,139.518959
大字上川俣,,,,36.186054,139.522361
大字上川崎,,,,36.14283,139.534337
大字上手子林,,,,36.157666,139.559356
大字上新郷,,,,36.174715,139.499033
大字上村君,,,,36.194376,139.575177
大字上羽生,,,,36.169122,139.549509
大字下岩瀬,,,,36.159574,139.52655
大字下川崎,,,,36.14057,139.539383
大字下手子林,,,,36.154716,139.575886
大字下新田,,,,36.156955,139.511968
大字下新郷,,,,36.146672,139.520321
大字下村君,,,,36.199106,139.58204
大字下羽生,,,,36.165697,139.552339
大字与兵エ新田,,,,36.177175,139.595552
大字中岩瀬,,,,36.163088,139.534478
大字中手子林,,,,36.163173,139.576931
大字今泉,,,,36.179507,139.571519
大字加羽ケ崎,,,,36.157572,139.542734
大字北荻島,,,,36.167284,139.581366
大字北袋,,,,36.168514,139.55892
大字名,,,,36.201211,139.599056
大字喜右エ門新田,,,,36.17364,139.581802
大字堤,,,,36.20226,139.590699
大字小松,,,,36.155662,139.528343
大字小須賀,,,,36.181725,139.514919
大字尾崎,,,,36.192517,139.554854
大字常木,,,,36.193728,139.597722
大字弥勒,,,,36.180505,139.58556
大字日野手新田,,,,36.169118,139.596342
大字本川俣,,,,36.1873,139.534358
大字桑崎,,,,36.174995,139.518165
大字町屋,,,,36.143576,139.569735
大字発戸,,,,36.193986,139.563086
大字砂山,,,,36.147325,139.53196
大字神戸,,,,36.142797,139.561275
大字秀安,,,,36.158627,139.550569
大字稲子,,,,36.19097,139.545215
大字羽生,,,,36.177719,139.526584
大字藤井上組,,,,36.182485,139.555383
大字藤井下組,,,,36.176236,139.561516
大字須影,,,,36.148519,139.546504
大沼一丁目,オオヌマ 1,ONUMA 1,,36.172292,139.567061
大沼二丁目,オオヌマ 2,ONUMA 2,,36.166985,139.566349
川崎一丁目,カワサキ 1,KAWASAKI 1,,36.141295,139.551723
川崎二丁目,カワサキ 2,KAWASAKI 2,,36.1429,139.542619
北一丁目,キタ 1,KITA 1,,36.175722,139.536617
北二丁目,キタ 2,KITA 2,,36.178318,139.537992
北三丁目,キタ 3,KITA 3,,36.178105,139.533974
小松台一丁目,コマツダイ 1,KOMATSUDAI 1,,36.153626,139.533757
小松台二丁目,コマツダイ 2,KOMATSUDAI 2,,36.155311,139.536547
中央一丁目,チュウオウ 1,CHUO 1,,36.172557,139.535114
中央二丁目,チュウオウ 2,CHUO 2,,36.172751,139.537165
中央三丁目,チュウオウ 3,CHUO 3,,36.171959,139.539201
中央四丁目,チュウオウ 4,CHUO 4,,36.174576,139.539865
中央五丁目,チュウオウ 5,CHUO 5,,36.172343,139.542068
西一丁目,ニシ 1,NISHI 1,,36.172476,139.532303
西二丁目,ニシ 2,NISHI 2,,36.168727,139.532615
西三丁目,ニシ 3,NISHI 3,,36.167535,139.530171
西四丁目,ニシ 4,NISHI 4,,36.171744,139.528617
西五丁目,ニシ 5,NISHI 5,,36.17488,139.527567
東一丁目,ヒガシ 1,HIGASHI 1,,36.172945,139.544519
東二丁目,ヒガシ 2,HIGASHI 2,,36.175864,139.543349
東三丁目,ヒガシ 3,HIGASHI 3,,36.179932,139.541318
東四丁目,ヒガシ 4,HIGASHI 4,,36.179233,139.544266
東五丁目,ヒガシ 5,HIGASHI 5,,36.175803,139.548969
東六丁目,ヒガシ 6,HIGASHI 6,,36.172941,139.548841
東七丁目,ヒガシ 7,HIGASHI 7,,36.170341,139.548542
東八丁目,ヒガシ 8,HIGASHI 8,,36.172651,139.554358
東九丁目,ヒガシ 9,HIGASHI 9,,36.175924,139.553516
南一丁目,ミナミ 1,MINAMI 1,,36.169698,139.535328
南二丁目,ミナミ 2,MINAMI 2,,36.165924,139.536229
南三丁目,ミナミ 3,MINAMI 3,,36.168746,139.538244
南四丁目,ミナミ 4,MINAMI 4,,36.168608,139.540163
南五丁目,ミナミ 5,MINAMI 5,,36.169175,139.543813
南六丁目,ミナミ 6,MINAMI 6,,36.166095,139.544616
南七丁目,ミナミ 7,MINAMI 7,,36.164911,139.542142
南八丁目,ミナミ 8,MINAMI 8,,36.164763,139.539198
南羽生一丁目,ミナミハニュウ 1,MINAMIHANYU 1,,36.151534,139.558726
南羽生二丁目,ミナミハニュウ 2,MINAMIHANYU 2,,36.149104,139.561528
南羽生三丁目,ミナミハニュウ 3,MINAMIHANYU 3,,36.147061,139.555978
南羽生四丁目,ミナミハニュウ 4,MINAMIHANYU 4,,36.148647,139.554665
