name,name_kana,name_romaji,nickname,latitude,longitude
神川,カミカワ,KAMIKAWA,,31.27608,130.827114
城元,シロモト,SHIROMOTO,,31.250515,130.872846
田代川原,タシロカワハラ,TASHIRO KAWAHARA,,31.166242,130.849399
田代麓,タシロフモト,TASHIRO FUMOTO,,31.169882,130.898605
馬場,ババ,BABA,,31.233477,130.895752
