code,prefecture_code,name,name_kana,name_romaji
20201,20,長野市,ナガノシ,NAGANO SHI
20202,20,松本市,マツモトシ,MATSUMOTO SHI
20203,20,上田市,ウエダシ,UEDA SHI
20204,20,岡谷市,オカヤシ,OKAYA SHI
20205,20,飯田市,イイダシ,IIDA SHI
20206,20,諏訪市,スワシ,SUWA SHI
20207,20,須坂市,スザカシ,SUZAKA SHI
20208,20,小諸市,コモロシ,KOMORO SHI
20209,20,伊那市,イナシ,INA SHI
20210,20,駒ヶ根市,コマガネシ,KOMAGANE SHI
20211,20,中野市,ナカノシ,NAKANO SHI
20212,20,大町市,オオマチシ,OMACHI SHI
20213,20,飯山市,イイヤマシ,IIYAMA SHI
20214,20,茅野市,チノシ,CHINO SHI
20215,20,塩尻市,シオジリシ,SHIOJIRI SHI
20217,20,佐久市,サクシ,SAKU SHI
20218,20,千曲市,チクマシ,CHIKUMA SHI
20219,20,東御市,トウミシ,TOMI SHI
20220,20,安曇野市,アヅミノシ,AZUMINO SHI
20303,20,南佐久郡小海町,ミナミサクグンコウミマチ,MINAMISAKU GUN KOMI MACHI
20304,20,南佐久郡川上村,ミナミサクグンカワカミムラ,MINAMISAKU GUN KAWAKAMI MURA
20305,20,南佐久郡南牧村,ミナミサクグンミナミマキムラ,MINAMISAKU GUN MINAMIMAKI MURA
20306,20,南佐久郡南相木村,ミナミサクグンミナミアイキムラ,MINAMISAKU GUN MINAMIAIKI MURA
20307,20,南佐久郡北相木村,ミナミサクグンキタアイキムラ,MINAMISAKU GUN KITAAIKI MURA
20309,20,南佐久郡佐久穂町,ミナミサクグンサクホマチ,MINAMISAKU GUN SAKUHO MACHI
20321,20,北佐久郡軽井沢町,キタサクグンカルイザワマチ,KITASAKU GUN KARUIZAWA MACHI
20323,20,北佐久郡御代田町,キタサクグンミヨタマチ,KITASAKU GUN MIYOTA MACHI
20324,20,北佐久郡立科町,キタサクグンタテシナマチ,KITASAKU GUN TATESHINA MACHI
20349,20,小県郡青木村,チイサガタグンアオキムラ,CHIISAGATA GUN AOKI MURA
20350,20,小県郡長和町,チイサガタグンナガワマチ,CHIISAGATA GUN NAGAWA MACHI
20361,20,諏訪郡下諏訪町,スワグンシモスワマチ,SUWA GUN SHIMOSUWA MACHI
20362,20,諏訪郡富士見町,スワグンフジミマチ,SUWA GUN FUJIMI MACHI
20363,20,諏訪郡原村,スワグンハラムラ,SUWA GUN HARA MURA
20382,20,上伊那郡辰野町,カミイナグンタツノマチ,KAMIINA GUN TATSUNO MACHI
20383,20,上伊那郡箕輪町,カミイナグンミノワマチ,KAMIINA GUN MINOWA MACHI
20384,20,上伊那郡飯島町,カミイナグンイイジママチ,KAMIINA GUN IIJIMA MACHI
20386,20,上伊那郡中川村,カミイナグンナカガワムラ,KAMIINA GUN NAKAGAWA MURA
20388,20,上伊那郡宮田村,カミイナグンミヤダムラ,KAMIINA GUN MIYADA MURA
20402,20,下伊那郡松川町,シモイナグンマツカワマチ,SHIMOINA GUN MATSUKAWA MACHI
20403,20,下伊那郡高森町,シモイナグンタカモリマチ,SHIMOINA GUN TAKAMORI MACHI
20404,20,下伊那郡阿南町,シモイナグンアナンチョウ,SHIMOINA GUN ANAN CHO
20407,20,下伊那郡阿智村,シモイナグンアチムラ,SHIMOINA GUN ACHI MURA
20409,20,下伊那郡平谷村,シモイナグンヒラヤムラ,SHIMOINA GUN HIRAYA MURA
20410,20,下伊那郡根羽村,シモイナグンネバムラ,SHIMOINA GUN NEBA MURA
