name,name_kana,name_romaji,nickname,latitude,longitude
字秋田,,,,43.728017,143.603451
字安住,,,,43.658206,143.526822
字雄勝,,,,43.751886,143.647602
字置戸,,,,43.680531,143.604078
字春日,,,,43.594674,143.503396
字勝山,,,,43.629126,143.517122
字川南,,,,43.692303,143.656314
字境野,,,,43.720619,143.655121
字幸岡,,,,43.749303,143.623846
字拓殖,,,,43.646258,143.555467
字常元,,,,43.626698,143.453326
字常盤,,,,43.676185,143.658955
字豊住,,,,43.710844,143.628938
字中里,,,,43.668152,143.543927
字北光,,,,43.701857,143.599666
