name,name_kana,name_romaji,nickname,latitude,longitude
大字上唐原,,,,33.547583,131.180899
大字下唐原,,,,33.557904,131.169434
大字中村,,,,33.593731,131.157554
大字八ツ並,,,,33.583953,131.155524
大字原井,,,,33.522102,131.164604
大字吉岡,,,,33.590024,131.161185
大字土佐井,,,,33.560334,131.150618
大字垂水,,,,33.580482,131.168893
大字大ノ瀬,,,,33.588746,131.152775
大字宇野,,,,33.574854,131.156947
大字安雲,,,,33.574508,131.147191
大字尻高,,,,33.560171,131.130855
大字成恒,,,,33.583375,131.145588
大字東上,,,,33.522109,131.138451
大字東下,,,,33.547592,131.159482
大字百留,,,,33.542087,131.180247
大字矢方,,,,33.568055,131.127265
大字緒方,,,,33.579155,131.136488
大字西友枝,,,,33.529376,131.109738
