name,name_kana,name_romaji,nickname,latitude,longitude
大字前牟田,,,,33.306176,130.416207
大字坊所,,,,33.324327,130.420972
大字堤,,,,33.352035,130.42032
大字江迎,,,,33.309483,130.434709
