name,name_kana,name_romaji,nickname,latitude,longitude
大字万場,,,,36.131565,138.912058
大字塩沢,,,,36.134341,138.879764
大字小平,,,,36.101089,138.894866
大字尾附,,,,36.09604,138.803932
大字平原,,,,36.119951,138.804472
大字柏木,,,,36.127345,138.943375
大字森戸,,,,36.103282,138.908732
大字生利,,,,36.120272,138.926229
大字相原,,,,36.102071,138.878664
大字神ケ原,,,,36.080009,138.840106
大字船子,,,,36.117288,138.862427
大字青梨,,,,36.094839,138.880027
大字魚尾,,,,36.098871,138.853338
大字麻生,,,,36.110044,138.944952
大字黒田,,,,36.117841,138.893356
