name,name_kana,name_romaji,nickname,latitude,longitude
市川,イチガワ,ICHIGAWA,,35.715161,138.678567
一町田中,イッチョウタナカ,ITCHOTANAKA,,35.663208,138.676414
歌田,ウタダ,UTADA,,35.666378,138.685339
江曽原,エゾハラ,EZOHARA,,35.705011,138.671622
大野,オオノ,ONO,,35.671885,138.675917
落合,オチアイ,OCHIAI,,35.682167,138.66226
落合,オチアイ,OCHIAI,塚田,35.679235,138.660641
上石森,カミイシモリ,KAMIISHIMORI,,35.680276,138.695517
上岩下,カミイワシタ,KAMIIWASHITA,,35.683235,138.653082
上神内川,カミカノガワ,KAMIKANOGAWA,,35.68689,138.687689
上栗原,カミクリバラ,KAMIKURIBARA,,35.665301,138.703269
上之割,カミノワリ,KAMINOWARI,,35.696596,138.706333
鴨居寺,カモイデラ,KAMOIDERA,,35.680629,138.701716
北,キタ,KITA,,35.710848,138.68863
切差,キッサツ,KISSATSU,,35.727766,138.615809
小原西,コバラニシ,KOBARA NISHI,,35.694225,138.690308
小原東,コバラヒガシ,KOBARA HIGASHI,,35.695091,138.699605
三ケ所,サンガショ,SANGASHO,,35.689728,138.703237
下石森,シモイシモリ,SHIMOISHIMORI,,35.676217,138.686895
下石森,シモイシモリ,SHIMOISHIMORI,宮ノ前,35.67663,138.690681
下井尻,シモイジリ,SHIMOIJIRI,,35.703592,138.708265
下神内川,シモカノガワ,SHIMOKANOGAWA,,35.680772,138.681748
下栗原,シモクリバラ,SHIMOKURIBARA,,35.667556,138.693144
正徳寺,ショウトクジ,SHOTOKUJI,,35.704052,138.636948
大工,ダイク,DAIKU,,35.708958,138.662546
中村,ナカムラ,NAKAMURA,,35.67186,138.699282
七日市場,ナノカイチバ,NANOKAICHIBA,,35.704872,138.700226
西,ニシ,NISHI,,35.723919,138.693125
東,ヒガシ,HIGASHI,,35.714168,138.696906
東後屋敷,ヒガシゴヤシキ,HIGASHIGOYASHIKI,,35.686505,138.711474
堀内,ホリノウチ,HORINOCHI,,35.713878,138.638559
牧丘町北原,マキオカチョウキタバラ,MAKIOKACHO KITABARA,,35.811238,138.644372
牧丘町窪平,マキオカチョウクボダイラ,MAKIOKACHO KUBODAIRA,,35.74262,138.716811
牧丘町倉科,マキオカチョウクラシナ,MAKIOKACHO KURASHINA,,35.759677,138.684531
牧丘町城古寺,マキオカチョウジョウコジ,MAKIOKACHO JOKOJI,,35.744763,138.711343
牧丘町杣口,マキオカチョウソマグチ,MAKIOKACHO SOMAGUCHI,,35.783413,138.694055
牧丘町千野々宮,マキオカチョウチノノミヤ,MAKIOKACHO CHINONOMIYA,,35.755462,138.707818
牧丘町成沢,マキオカチョウナルサワ,MAKIOKACHO NARUSAWA,,35.763452,138.728489
牧丘町西保下,マキオカチョウニシホシモ,MAKIOKACHO NISHIHOSHIMO,,35.757709,138.670011
牧丘町西保中,マキオカチョウニシホナカ,MAKIOKACHO NISHIHONAKA,,35.748198,138.661483
牧丘町隼,マキオカチョウハヤブサ,MAKIOKACHO HAYABUSA,,35.728821,138.705308
牧丘町牧平,マキオカチョウマキダイラ,MAKIOKACHO MAKIDAIRA,,35.748235,138.61464
牧丘町室伏,マキオカチョウムロフシ,MAKIOKACHO MUROFUSHI,,35.757899,138.714421
牧丘町柳平,マキオカチョウヤナギダイラ,MAKIOKACHO YANAGIDAIRA,,35.821045,138.661478
万力,マンリキ,MANRIKI,,35.690331,138.672354
水口,ミズクチ,MIZUKUCHI,,35.728427,138.649778
三富上釜口,ミトミカミカマクチ,MITOMI KAMIKAMAKUCHI,,35.835088,138.737207
三富上柚木,ミトミカミユノキ,MITOMI KAMIYUNOKI,,35.769862,138.740625
三富川浦,ミトミカワウラ,MITOMI KAWAURA,,35.847103,138.781587
三富下荻原,ミトミシモオギハラ,MITOMI SHIMOGIHARA,,35.774361,138.733524
三富下釜口,ミトミシモカマクチ,MITOMI SHIMOKAMAKUCHI,,35.794511,138.735863
三富徳和,ミトミトクワ,MITOMI TOKUWA,,35.810249,138.70538
南,ミナミ,MINAMI,,35.699378,138.679524
矢坪,ヤツボ,YATSUBO,,35.70155,138.652644
山根,ヤマネ,YAMANE,,35.688713,138.65792
