name,name_kana,name_romaji,nickname,latitude,longitude
相川,アイカワ,AIKAWA,,33.720884,133.520172
芥川,アクタガワ,AKUTAGAWA,,33.696707,133.417329
有間,アリマ,ARIMA,,33.71584,133.448248
井尻,イジリ,IJIRI,,33.785319,133.516203
大渕,オオブチ,OBUCHI,,33.771782,133.540958
樫山,カシヤマ,KASHIYAMA,,33.703903,133.530148
栗木,クリキ,KURIKI,,33.723671,133.483928
上津川,コウヅカワ,KOZUKAWA,,33.810291,133.492746
古味,コミ,KOMI,,33.767087,133.525492
境,サカイ,SAKAI,,33.749508,133.526633
笹ケ谷,,,,33.677496,133.550055
地蔵寺,ジゾウジ,JIZOJI,,33.708589,133.500294
下川,シモカワ,SHIMOKAWA,,33.81524,133.515806
瀬戸,セド,SEDO,,33.734796,133.410072
田井,タイ,TAI,,33.727286,133.564999
高須,タカス,TAKASU,,33.701307,133.540872
土居,ドイ,DOI,,33.734218,133.526999
西石原,ニシイシハラ,NISHIISHIHARA,,33.697825,133.46685
溜井,ヌルイ,NURUI,,33.716713,133.549991
東石原,ヒガシイシハラ,HIGASHIISHIHARA,,33.686407,133.485266
南川,ミナガワ,MINAGAWA,,33.759277,133.457393
南泉,ミナイズミ,MINAIZUMI,,33.729732,133.536807
宮古野,ミヤコノ,MIYAKONO,,33.741303,133.548746
柚ノ木,ユノキ,YUNOKI,,33.778727,133.4962
和田,ワダ,WADA,,33.746612,133.495856
