name,name_kana,name_romaji,nickname,latitude,longitude
大字遊谷,,,,34.580925,132.225123
大字穴,,,,34.576323,132.368516
大字板ケ谷,,,,34.630258,132.232157
大字猪山,,,,34.659254,132.310122
大字打梨,,,,34.560152,132.173938
大字加計,,,,34.609979,132.322024
大字梶ノ木,,,,34.609473,132.222646
大字上筒賀,,,,34.556918,132.24152
大字上殿,,,,34.575343,132.269998
大字川手,,,,34.608384,132.218156
大字観音,,,,34.649391,132.349747
大字下筒賀,,,,34.58472,132.292946
大字下殿河内,,,,34.58685,132.292279
大字寺領,,,,34.601921,132.256612
大字柴木,,,,34.596993,132.211104
大字田吹,,,,34.565503,132.216166
大字津浪,,,,34.583109,132.332946
大字坪野,,,,34.557405,132.336481
大字土居,,,,34.573744,132.238877
大字戸河内,,,,34.576773,132.227131
大字中筒賀,,,,34.561748,132.246629
大字那須,,,,34.577926,132.181386
大字平見谷,,,,34.693499,132.335577
大字横川,,,,34.591712,132.147974
大字吉和郷,,,,34.577037,132.218061
大字小板,,,,34.668813,132.247065
大字松原,,,,34.65949,132.243754
