name,name_kana,name_romaji,nickname,latitude,longitude
八千種,ヤチクサ,YACHIKUSA,,34.929729,134.781122
山崎,ヤマサキ,YAMASAKI,,34.969872,134.75614
南田原,ミナミタワラ,MINAMITAWARA,,34.945429,134.760695
高橋,タカハシ,TAKAHASHI,,34.940548,134.738885
西治,サイジ,SAIJI,,34.949414,134.735817
馬田,ウマダ,UMADA,,34.958812,134.75573
福田,フクダ,FUKUDA,,34.965205,134.747863
田口,タグチ,TAGUCHI,,34.999163,134.718447
大貫,オオヌキ,ONUKI,,34.9551,134.790825
西田原,ニシタワラ,NISHITAWARA,,34.957025,134.764233
福崎新,フクサキシン,FUKUSAKISHIN,,34.952265,134.751701
東田原,ヒガシタワラ,HIGASHITAWARA,,34.957694,134.777597
高岡,タカオカ,TAKAOKA,,34.975249,134.726193
西治,サイジ,SAIJI,東新田,34.944238,134.745035
南田原,ミナミタワラ,MINAMITAWARA,東田,34.943048,134.759857
東田原,ヒガシタワラ,HIGASHITAWARA,垣内田,34.952827,134.774046
