name,name_kana,name_romaji,nickname,latitude,longitude
大字大蕨,,,,36.918943,140.489064
大字片貝,,,,36.874007,140.53961
大字真名畑,,,,36.906231,140.369046
大字那倉,,,,36.913831,140.539908
大字伊香,,,,36.927446,140.405806
大字川上,,,,36.93542,140.439844
大字木野反,,,,36.914731,140.455703
大字田代,,,,36.942372,140.505331
大字台宿,,,,36.958896,140.392123
大字西河内,,,,36.983811,140.42321
大字堀越,,,,36.992756,140.411804
大字東河内,,,,36.997493,140.450445
大字湯岐,,,,36.896237,140.471973
大字植田,,,,36.903524,140.402299
大字上石井,,,,36.938001,140.418997
大字山形,,,,36.945382,140.461952
大字田野作,,,,36.959167,140.455507
大字中塚,,,,36.955103,140.441727
大字板庭,,,,36.950722,140.431243
大字竹之内,,,,36.958825,140.424039
大字塙,,,,36.956126,140.415771
大字常世中野,,,,36.964785,140.446053
大字常世北野,,,,36.974586,140.44278
大字上渋井,,,,36.966487,140.411598
