name,name_kana,name_romaji,nickname,latitude,longitude
青葉一丁目,アオバ 1,AOBA 1,,40.805836,140.743053
青葉二丁目,アオバ 2,AOBA 2,,40.805128,140.747826
青葉三丁目,アオバ 3,AOBA 3,,40.802571,140.750706
青柳一丁目,アオヤギ 1,AOYAGI 1,,40.831485,140.759337
青柳二丁目,アオヤギ 2,AOYAGI 2,,40.827375,140.757567
赤坂一丁目,アカサカ 1,AKASAKA 1,,40.799556,140.808672
赤坂二丁目,アカサカ 2,AKASAKA 2,,40.802618,140.81184
旭町一丁目,アサヒチョウ 1,ASAHICHO 1,,40.817592,140.736272
旭町二丁目,アサヒチョウ 2,ASAHICHO 2,,40.814739,140.738847
旭町三丁目,アサヒチョウ 3,ASAHICHO 3,,40.811942,140.739223
大字浅虫,,,,40.892502,140.875119
大字飛鳥,,,,40.874023,140.668149
大字油川,,,,40.849105,140.698048
大字荒川,,,,40.685571,140.777392
大字石江,,,,40.821588,140.687816
大字泉野,,,,40.84109,140.815365
大字岩渡,,,,40.777303,140.667533
大字牛館,,,,40.780784,140.749274
大字後潟,,,,40.937251,140.639019
大字後萢,,,,40.825473,140.81583
大字内真部,,,,40.908828,140.661005
大字浦町,,,,40.81152,140.754038
大字上野,,,,40.775927,140.744398
大字大谷,,,,40.742287,140.670349
大字大野,,,,40.803804,140.73346
大字大別内,,,,40.732928,140.747356
大字大矢沢,,,,40.778139,140.778338
大字岡町,,,,40.841758,140.671577
大字奥内,,,,40.889292,140.664667
大字小畑沢,,,,40.726525,140.759629
大字金浜,,,,40.772007,140.731497
大字久栗坂,,,,40.869897,140.857636
大字桑原,,,,40.821054,140.810501
大字合子沢,,,,40.738072,140.769136
大字幸畑,,,,40.777337,140.792705
大字小館,,,,40.738794,140.714556
大字小橋,,,,40.921512,140.647028
大字駒込,,,,40.73703,140.841561
大字小柳,,,,40.817394,140.801254
大字沢山,,,,40.790492,140.830382
大字三内,,,,40.810829,140.689088
大字三本木,,,,40.830557,140.845087
大字四戸橋,,,,40.947544,140.638196
大字清水,,,,40.904492,140.657313
大字新城,,,,40.81656,140.665285
大字新町野,,,,40.77691,140.752235
大字諏訪沢,,,,40.816323,140.827583
大字瀬戸子,,,,40.880638,140.664587
大字平新田,,,,40.831258,140.816845
大字高田,,,,40.764128,140.711512
大字滝沢,,,,40.819813,140.87511
大字田茂木野,,,,40.760668,140.800537
大字田屋敷,,,,40.805391,140.78859
大字築木館,,,,40.817089,140.846918
大字筒井,,,,40.796928,140.771612
