code,prefecture_code,name,name_kana,name_romaji
40101,40,北九州市門司区,キタキュウシュウシモジク,KITAKYUSHU SHI MOJI KU
40103,40,北九州市若松区,キタキュウシュウシワカマツク,KITAKYUSHU SHI WAKAMATSU KU
40105,40,北九州市戸畑区,キタキュウシュウシトバタク,KITAKYUSHU SHI TOBATA KU
40106,40,北九州市小倉北区,キタキュウシュウシコクラキタク,KITAKYUSHU SHI KOKURAKITA KU
40107,40,北九州市小倉南区,キタキュウシュウシコクラミナミク,KITAKYUSHU SHI KOKURAMINAMI KU
40108,40,北九州市八幡東区,キタキュウシュウシヤハタヒガシク,KITAKYUSHU SHI YAHATAHIGASHI KU
40109,40,北九州市八幡西区,キタキュウシュウシヤハタニシク,KITAKYUSHU SHI YAHATANISHI KU
40131,40,福岡市東区,フクオカシヒガシク,FUKUOKA SHI HIGASHI KU
40132,40,福岡市博多区,フクオカシハカタク,FUKUOKA SHI HAKATA KU
40133,40,福岡市中央区,フクオカシチュウオウク,FUKUOKA SHI CHUO KU
40134,40,福岡市南区,フクオカシミナミク,FUKUOKA SHI MINAMI KU
40135,40,福岡市西区,フクオカシニシク,FUKUOKA SHI NISHI KU
40136,40,福岡市城南区,フクオカシジョウナンク,FUKUOKA SHI JONAN KU
40137,40,福岡市早良区,フクオカシサワラク,FUKUOKA SHI SAWARA KU
40202,40,大牟田市,オオムタシ,OMUTA SHI
40203,40,久留米市,クルメシ,KURUME SHI
40204,40,直方市,ノオガタシ,NOGATA SHI
40205,40,飯塚市,イイヅカシ,IIZUKA SHI
40206,40,田川市,タガワシ,TAGAWA SHI
40207,40,柳川市,ヤナガワシ,YANAGAWA SHI
40210,40,八女市,ヤメシ,YAME SHI
40211,40,筑後市,チクゴシ,CHIKUGO SHI
40212,40,大川市,オオカワシ,OKAWA SHI
40213,40,行橋市,ユクハシシ,YUKUHASHI SHI
40214,40,豊前市,ブゼンシ,BUZEN SHI
40215,40,中間市,ナカマシ,NAKAMA SHI
40216,40,小郡市,オゴオリシ,OGORI SHI
40217,40,筑紫野市,チクシノシ,CHIKUSHINO SHI
40218,40,春日市,カスガシ,KASUGA SHI
40219,40,大野城市,オオノジョウシ,ONOJO SHI
40220,40,宗像市,ムナカタシ,MUNAKATA SHI
40221,40,太宰府市,ダザイフシ,DAZAIFU SHI
40223,40,古賀市,コガシ,KOGA SHI
40224,40,福津市,フクツシ,FUKUTSU SHI
40225,40,うきは市,ウキハシ,UKIHA SHI
40226,40,宮若市,ミヤワカシ,MIYAWAKA SHI
40227,40,嘉麻市,カマシ,KAMA SHI
40228,40,朝倉市,アサクラシ,ASAKURA SHI
40229,40,みやま市,ミヤマシ,MIYAMA SHI
40230,40,糸島市,イトシマシ,ITOSHIMA SHI
40231,40,那珂川市,ナカガワシ,NAKAGAWA SHI
40341,40,糟屋郡宇美町,カスヤグンウミマチ,KASUYA GUN UMI MACHI
40342,40,糟屋郡篠栗町,カスヤグンササグリマチ,KASUYA GUN SASAGURI MACHI
40343,40,糟屋郡志免町,カスヤグンシメマチ,KASUYA GUN SHIME MACHI
40344,40,糟屋郡須恵町,カスヤグンスエマチ,KASUYA GUN SUE MACHI
40345,40,糟屋郡新宮町,カスヤグンシングウマチ,KASUYA GUN SHINGU MACHI
40348,40,糟屋郡久山町,カスヤグンヒサヤママチ,KASUYA GUN HISAYAMA MACHI
40349,40,糟屋郡粕屋町,カスヤグンカスヤマチ,KASUYA GUN KASUYA MACHI
40381,40,遠賀郡芦屋町,オンガグンアシヤマチ,ONGA GUN ASHIYA MACHI
40382,40,遠賀郡水巻町,オンガグンミズマキマチ,ONGA GUN MIZUMAKI MACHI
40383,40,遠賀郡岡垣町,オンガグンオカガキマチ,ONGA GUN OKAGAKI MACHI
40384,40,遠賀郡遠賀町,オンガグンオンガチョウ,ONGA GUN ONGA CHO
40401,40,鞍手郡小竹町,クラテグンコタケマチ,KURATE GUN KOTAKE MACHI
40402,40,鞍手郡鞍手町,クラテグンクラテマチ,KURATE GUN KURATE MACHI
40421,40,嘉穂郡桂川町,カホグンケイセンマチ,KAHO GUN KEISEN MACHI
40447,40,朝倉郡筑前町,アサクラグンチクゼンマチ,ASAKURA GUN CHIKUZEN MACHI
40448,40,朝倉郡東峰村,アサクラグントウホウムラ,ASAKURA GUN TOHO MURA
40503,40,三井郡大刀洗町,ミイグンタチアライマチ,MII GUN TACHIARAI MACHI
40522,40,三潴郡大木町,ミズマグンオオキマチ,MIZUMA GUN OKI MACHI
40544,40,八女郡広川町,ヤメグンヒロカワマチ,YAME GUN HIROKAWA MACHI
40601,40,田川郡香春町,タガワグンカワラマチ,TAGAWA GUN KAWARA MACHI
40602,40,田川郡添田町,タガワグンソエダマチ,TAGAWA GUN SOEDA MACHI
40604,40,田川郡糸田町,タガワグンイトダマチ,TAGAWA GUN ITODA MACHI
40605,40,田川郡川崎町,タガワグンカワサキマチ,TAGAWA GUN KAWASAKI MACHI
40608,40,田川郡大任町,タガワグンオオトウマチ,TAGAWA GUN OTO MACHI
40609,40,田川郡赤村,タガワグンアカムラ,TAGAWA GUN AKA MURA
40610,40,田川郡福智町,タガワグンフクチマチ,TAGAWA GUN FUKUCHI MACHI
40621,40,京都郡苅田町,ミヤコグンカンダマチ,MIYAKO GUN KANDA MACHI
40625,40,京都郡みやこ町,ミヤコグンミヤコマチ,MIYAKO GUN MIYAKO MACHI
40642,40,築上郡吉富町,チクジョウグンヨシトミマチ,CHIKUJO GUN YOSHITOMI MACHI
40646,40,築上郡上毛町,チクジョウグンコウゲマチ,CHIKUJO GUN KOGE MACHI
40647,40,築上郡築上町,チクジョウグンチクジョウマチ,CHIKUJO GUN CHIKUJO MACHI
