name,name_kana,name_romaji,nickname,latitude,longitude
字仲順,,,,26.304351,127.799565
字和仁屋,,,,26.299593,127.806309
字喜舎場,,,,26.303253,127.792088
字大城,,,,26.290114,127.800121
字安谷屋,,,,26.296118,127.787601
字屋宜原,,,,26.31292,127.789516
字島袋,,,,26.319991,127.801114
字比嘉,,,,26.314296,127.7971
字渡口,,,,26.307454,127.805036
字熱田,,,,26.292314,127.807247
字瑞慶覧,,,,26.306015,127.781073
字美崎,,,,26.30471,127.821937
字荻道,,,,26.292846,127.79694
