name,name_kana,name_romaji,nickname,latitude,longitude
字真栄田,,,,26.430632,127.762751
字瀬良垣,,,,26.494988,127.873102
字恩納,,,,26.485385,127.858389
字山田,,,,26.428754,127.781438
字安富祖,,,,26.497743,127.890744
字名嘉真,,,,26.515275,127.924507
字喜瀬武原,,,,26.491938,127.90959
字谷茶,,,,26.464243,127.830718
字冨着,,,,26.454068,127.819568
字前兼久,,,,26.447528,127.807698
字仲泊,,,,26.434395,127.798825
