name,name_kana,name_romaji,nickname,latitude,longitude
大字大秋,,,,40.578941,140.269431
大字居森平,,,,40.535049,140.267796
大字川原平,,,,40.519384,140.214634
大字杉ケ沢,,,,40.591029,140.298671
大字村市,,,,40.548876,140.284048
大字田代,,,,40.569159,140.296794
大字白沢,,,,40.593639,140.282217
大字砂子瀬,,,,40.52928,140.250759
大字藤川,,,,40.54206,140.264173
