code,prefecture_code,name,name_kana,name_romaji
32201,32,松江市,マツエシ,MATSUE SHI
32202,32,浜田市,ハマダシ,HAMADA SHI
32203,32,出雲市,イズモシ,IZUMO SHI
32204,32,益田市,マスダシ,MASUDA SHI
32205,32,大田市,オオダシ,ODA SHI
32206,32,安来市,ヤスギシ,YASUGI SHI
32207,32,江津市,ゴウツシ,GOTSU SHI
32209,32,雲南市,ウンナンシ,UNNAN SHI
32343,32,仁多郡奥出雲町,ニタグンオクイズモチョウ,NITA GUN OKUIZUMO CHO
32386,32,飯石郡飯南町,イイシグンイイナンチョウ,IISHI GUN IINAN CHO
32441,32,邑智郡川本町,オオチグンカワモトマチ,OCHI GUN KAWAMOTO MACHI
32448,32,邑智郡美郷町,オオチグンミサトチョウ,OCHI GUN MISATO CHO
32449,32,邑智郡邑南町,オオチグンオオナンチョウ,OCHI GUN ONAN CHO
32501,32,鹿足郡津和野町,カノアシグンツワノチョウ,KANOASHI GUN TSUWANO CHO
32505,32,鹿足郡吉賀町,カノアシグンヨシカチョウ,KANOASHI GUN YOSHIKA CHO
32525,32,隠岐郡海士町,オキグンアマチョウ,OKI GUN AMA CHO
32526,32,隠岐郡西ノ島町,オキグンニシノシマチョウ,OKI GUN NISHINOSHIMA CHO
32527,32,隠岐郡知夫村,オキグンチブムラ,OKI GUN CHIBU MURA
32528,32,隠岐郡隠岐の島町,オキグンオキノシマチョウ,OKI GUN OKINOSHIMA CHO
