name,name_kana,name_romaji,nickname,latitude,longitude
大字井寺,,,,32.752795,130.778029
大字犬渕,,,,32.738468,130.701565
大字上島,,,,32.738423,130.753633
大字上仲間,,,,32.742807,130.73237
大字上六嘉,,,,32.742646,130.770913
大字北甘木,,,,32.743854,130.781864
大字下仲間,,,,32.738178,130.718819
大字下六嘉,,,,32.75023,130.768973
大字鯰,,,,32.747509,130.741463
