name,name_kana,name_romaji,nickname,latitude,longitude
字奥興部,,,,44.383986,142.843144
字忍路子,,,,44.29287,142.918191
字上興部,,,,44.36069,142.858835
字上藻,,,,44.264443,142.972503
字札滑,,,,44.293982,142.856586
字東興,,,,44.356345,142.894777
字中興部,,,,44.376639,142.940275
字中藻,,,,44.344171,143.004455
字西興部,,,,44.328609,142.949258
字六興,,,,44.355803,142.964185
七重,,,,44.336279,142.941331
