name,name_kana,name_romaji,nickname,latitude,longitude
字座間味,,,,26.230562,127.306165
字慶留間,,,,26.181715,127.28888
字阿佐,,,,26.240462,127.318917
字阿嘉,,,,26.199931,127.277528
字阿真,,,,26.232556,127.291791
