name,name_kana,name_romaji,nickname,latitude,longitude
大字上古沢,,,,34.251327,135.535773
大字下古沢,,,,34.272396,135.545699
大字中古沢,,,,34.258001,135.555768
大字丹生川,,,,34.273632,135.596029
大字九度山,,,,34.287605,135.565312
大字入郷,,,,34.288744,135.550309
大字北又,,,,34.254901,135.618164
大字市平,,,,34.273518,135.619325
大字慈尊院,,,,34.29415,135.543328
大字東郷,,,,34.256256,135.596598
大字椎出,,,,34.261683,135.56569
大字河根,,,,34.277803,135.574201
大字笠木,,,,34.246355,135.546724
