code,prefecture_code,name,name_kana,name_romaji
02201,02,青森市,アオモリシ,AOMORI SHI
02202,02,弘前市,ヒロサキシ,HIROSAKI SHI
02203,02,八戸市,ハチノヘシ,HACHINOHE SHI
02204,02,黒石市,クロイシシ,KUROISHI SHI
02205,02,五所川原市,ゴショガワラシ,GOSHOGAWARA SHI
02206,02,十和田市,トワダシ,TOWADA SHI
02207,02,三沢市,ミサワシ,MISAWA SHI
02208,02,むつ市,ムツシ,MUTSU SHI
02209,02,つがる市,ツガルシ,TSUGARU SHI
02210,02,平川市,ヒラカワシ,HIRAKAWA SHI
02301,02,東津軽郡平内町,ヒガシツガルグンヒラナイマチ,HIGASHITSUGARU GUN HIRANAI MACHI
02303,02,東津軽郡今別町,ヒガシツガルグンイマベツマチ,HIGASHITSUGARU GUN IMABETSU MACHI
02304,02,東津軽郡蓬田村,ヒガシツガルグンヨモギタムラ,HIGASHITSUGARU GUN YOMOGITA MURA
02307,02,東津軽郡外ケ浜町,ヒガシツガルグンソトガハママチ,HIGASHITSUGARU GUN SOTOGAHAMA MACHI
02321,02,西津軽郡鰺ヶ沢町,ニシツガルグンアジガサワマチ,NISHITSUGARU GUN AJIGASAWA MACHI
02323,02,西津軽郡深浦町,ニシツガルグンフカウラマチ,NISHITSUGARU GUN FUKAURA MACHI
02343,02,中津軽郡西目屋村,ナカツガルグンニシメヤムラ,NAKATSUGARU GUN NISHIMEYA MURA
02361,02,南津軽郡藤崎町,ミナミツガルグンフジサキマチ,MINAMITSUGARU GUN FUJISAKI MACHI
02362,02,南津軽郡大鰐町,ミナミツガルグンオオワニマチ,MINAMITSUGARU GUN OWANI MACHI
02367,02,南津軽郡田舎館村,ミナミツガルグンイナカダテムラ,MINAMITSUGARU GUN INAKADATE MURA
02381,02,北津軽郡板柳町,キタツガルグンイタヤナギマチ,KITATSUGARU GUN ITAYANAGI MACHI
02384,02,北津軽郡鶴田町,キタツガルグンツルタマチ,KITATSUGARU GUN TSURUTA MACHI
02387,02,北津軽郡中泊町,キタツガルグンナカドマリマチ,KITATSUGARU GUN NAKADOMARI MACHI
02401,02,上北郡野辺地町,カミキタグンノヘジマチ,KAMIKITA GUN NOHEJI MACHI
02402,02,上北郡七戸町,カミキタグンシチノヘマチ,KAMIKITA GUN SHICHINOHE MACHI
02405,02,上北郡六戸町,カミキタグンロクノヘマチ,KAMIKITA GUN ROKUNOHE MACHI
02406,02,上北郡横浜町,カミキタグンヨコハママチ,KAMIKITA GUN YOKOHAMA MACHI
02408,02,上北郡東北町,カミキタグントウホクマチ,KAMIKITA GUN TOHOKU MACHI
02411,02,上北郡六ヶ所村,カミキタグンロッカショムラ,KAMIKITA GUN ROKKASHO MURA
02412,02,上北郡おいらせ町,カミキタグンオイラセチョウ,KAMIKITA GUN OIRASE CHO
02423,02,下北郡大間町,シモキタグンオオママチ,SHIMOKITA GUN OMA MACHI
02424,02,下北郡東通村,シモキタグンヒガシドオリムラ,SHIMOKITA GUN HIGASHIDORI MURA
02425,02,下北郡風間浦村,シモキタグンカザマウラムラ,SHIMOKITA GUN KAZAMAURA MURA
02426,02,下北郡佐井村,シモキタグンサイムラ,SHIMOKITA GUN SAI MURA
02441,02,三戸郡三戸町,サンノヘグンサンノヘマチ,SANNOHE GUN SANNOHE MACHI
02442,02,三戸郡五戸町,サンノヘグンゴノヘマチ,SANNOHE GUN GONOHE MACHI
02443,02,三戸郡田子町,サンノヘグンタッコマチ,SANNOHE GUN TAKKO MACHI
02445,02,三戸郡南部町,サンノヘグンナンブチョウ,SANNOHE GUN NAMBU CHO
02446,02,三戸郡階上町,サンノヘグンハシカミチョウ,SANNOHE GUN HASHIKAMI CHO
02450,02,三戸郡新郷村,サンノヘグンシンゴウムラ,SANNOHE GUN SHINGO MURA
