code,prefecture_code,name,name_kana,name_romaji
06201,06,山形市,ヤマガタシ,YAMAGATA SHI
06202,06,米沢市,ヨネザワシ,YONEZAWA SHI
06203,06,鶴岡市,ツルオカシ,TSURUOKA SHI
06204,06,酒田市,サカタシ,SAKATA SHI
06205,06,新庄市,シンジョウシ,SHINJO SHI
06206,06,寒河江市,サガエシ,SAGAE SHI
06207,06,上山市,カミノヤマシ,KAMINOYAMA SHI
06208,06,村山市,ムラヤマシ,MURAYAMA SHI
06209,06,長井市,ナガイシ,NAGAI SHI
06210,06,天童市,テンドウシ,TENDO SHI
06211,06,東根市,ヒガシネシ,HIGASHINE SHI
06212,06,尾花沢市,オバナザワシ,OBANAZAWA SHI
06213,06,南陽市,ナンヨウシ,NANYO SHI
06301,06,東村山郡山辺町,ヒガシムラヤマグンヤマノベマチ,HIGASHIMURAYAMA GUN YAMANOBE MACHI
06302,06,東村山郡中山町,ヒガシムラヤマグンナカヤママチ,HIGASHIMURAYAMA GUN NAKAYAMA MACHI
06321,06,西村山郡河北町,ニシムラヤマグンカホクチョウ,NISHIMURAYAMA GUN KAHOKU CHO
06322,06,西村山郡西川町,ニシムラヤマグンニシカワマチ,NISHIMURAYAMA GUN NISHIKAWA MACHI
06323,06,西村山郡朝日町,ニシムラヤマグンアサヒマチ,NISHIMURAYAMA GUN ASAHI MACHI
06324,06,西村山郡大江町,ニシムラヤマグンオオエマチ,NISHIMURAYAMA GUN OE MACHI
06341,06,北村山郡大石田町,キタムラヤマグンオオイシダマチ,KITAMURAYAMA GUN OISHIDA MACHI
06361,06,最上郡金山町,モガミグンカネヤママチ,MOGAMI GUN KANEYAMA MACHI
06362,06,最上郡最上町,モガミグンモガミマチ,MOGAMI GUN MOGAMI MACHI
06363,06,最上郡舟形町,モガミグンフナガタマチ,MOGAMI GUN FUNAGATA MACHI
06364,06,最上郡真室川町,モガミグンマムロガワマチ,MOGAMI GUN MAMUROGAWA MACHI
06365,06,最上郡大蔵村,モガミグンオオクラムラ,MOGAMI GUN OKURA MURA
06366,06,最上郡鮭川村,モガミグンサケガワムラ,MOGAMI GUN SAKEGAWA MURA
06367,06,最上郡戸沢村,モガミグントザワムラ,MOGAMI GUN TOZAWA MURA
06381,06,東置賜郡高畠町,ヒガシオキタマグンタカハタマチ,HIGASHIOKITAMA GUN TAKAHATA MACHI
06382,06,東置賜郡川西町,ヒガシオキタマグンカワニシマチ,HIGASHIOKITAMA GUN KAWANISHI MACHI
06401,06,西置賜郡小国町,ニシオキタマグンオグニマチ,NISHIOKITAMA GUN OGUNI MACHI
06402,06,西置賜郡白鷹町,ニシオキタマグンシラタカマチ,NISHIOKITAMA GUN SHIRATAKA MACHI
06403,06,西置賜郡飯豊町,ニシオキタマグンイイデマチ,NISHIOKITAMA GUN IIDE MACHI
06426,06,東田川郡三川町,ヒガシタガワグンミカワマチ,HIGASHITAGAWA GUN MIKAWA MACHI
06428,06,東田川郡庄内町,ヒガシタガワグンショウナイマチ,HIGASHITAGAWA GUN SHONAI MACHI
06461,06,飽海郡遊佐町,アクミグンユザマチ,AKUMI GUN YUZA MACHI
