name,name_kana,name_romaji,nickname,latitude,longitude
字仲田,,,,26.925141,127.946139
字伊是名,,,,26.920257,127.932435
字内花,,,,26.945592,127.94097
字勢理客,,,,26.938118,127.924191
字諸見,,,,26.938176,127.949325
